N;T;Pc;Pm;Selection;Crossover;bestFitness;Time(ms);worstFitness
50;500;0.800;0.001;Tournament;TwoPoint;13656377;17;12823245
50;500;0.800;0.001;Roulette;TwoPoint;13614543;20;11513692
50;500;0.800;0.001;Roulette;TwoPoint;13281601;20;12604039
50;500;0.800;0.001;Roulette;TwoPoint;13182409;20;11250503
50;500;0.800;0.001;Roulette;TwoPoint;13614543;21;11704042
50;500;0.800;0.001;Roulette;TwoPoint;13555009;21;10907653
50;500;0.800;0.010;Tournament;OnePoint;13692887;15;9714182
50;500;0.800;0.010;Tournament;OnePoint;13692887;18;11104824
50;500;0.800;0.010;Tournament;OnePoint;13692887;18;10947121
50;500;0.800;0.010;Tournament;OnePoint;13692887;18;11782386
50;500;0.800;0.010;Tournament;OnePoint;13570255;17;11114997
50;500;0.800;0.010;Roulette;OnePoint;13683217;25;9077601
50;500;0.800;0.010;Roulette;OnePoint;13385530;24;9262412
50;500;0.800;0.010;Roulette;OnePoint;13654201;24;7407146
50;500;0.800;0.010;Roulette;OnePoint;13653024;24;9175445
50;500;0.800;0.010;Roulette;OnePoint;13575857;23;10967969
50;500;0.800;0.010;Tournament;TwoPoint;13692887;22;11592036
50;500;0.800;0.010;Tournament;TwoPoint;13692887;20;11427220
50;500;0.800;0.010;Tournament;TwoPoint;13656377;19;11555526
50;500;0.800;0.010;Tournament;TwoPoint;13554190;19;11453339
50;500;0.800;0.010;Tournament;TwoPoint;13656377;18;9320330
50;500;0.800;0.010;Roulette;TwoPoint;13585527;28;8565222
50;500;0.800;0.010;Roulette;TwoPoint;13489330;23;8980938
50;500;0.800;0.010;Roulette;TwoPoint;13654201;25;9448864
50;500;0.800;0.010;Roulette;TwoPoint;13587703;25;6523229
50;500;0.800;0.010;Roulette;TwoPoint;13420721;24;7350105
50;500;0.800;0.020;Tournament;OnePoint;13656377;21;11555526
50;500;0.800;0.020;Tournament;OnePoint;13692887;17;11782386
50;500;0.800;0.020;Tournament;OnePoint;13656377;21;11441155
50;500;0.800;0.020;Tournament;OnePoint;13692887;20;11486679
50;500;0.800;0.020;Tournament;OnePoint;13614187;20;10604394
50;500;0.800;0.020;Roulette;OnePoint;13692887;20;9931659
50;500;0.800;0.020;Roulette;OnePoint;13523277;25;9024418
50;500;0.800;0.020;Roulette;OnePoint;13515314;24;9569942
50;500;0.800;0.020;Roulette;OnePoint;13614543;25;8906058
50;500;0.800;0.020;Roulette;OnePoint;13415661;25;5663525
50;500;0.800;0.020;Tournament;TwoPoint;13692887;20;11592036
50;500;0.800;0.020;Tournament;TwoPoint;13692887;20;11624683
50;500;0.800;0.020;Tournament;TwoPoint;13692887;18;11624683
50;500;0.800;0.020;Tournament;TwoPoint;13692887;20;11703524
50;500;0.800;0.020;Tournament;TwoPoint;13656377;19;11588173
50;500;0.800;0.020;Roulette;TwoPoint;13297849;26;7248472
50;500;0.800;0.020;Roulette;TwoPoint;13351613;25;6341815
50;500;0.800;0.020;Roulette;TwoPoint;13653419;25;7456707
50;500;0.800;0.020;Roulette;TwoPoint;13576056;24;8994303
50;500;0.800;0.020;Roulette;TwoPoint;13536953;25;8053952
50;500;0.800;0.050;Tournament;OnePoint;13692887;25;8772593
50;500;0.800;0.050;Tournament;OnePoint;13692887;23;9827177
50;500;0.800;0.050;Tournament;OnePoint;13692887;23;9141249
50;500;0.800;0.050;Tournament;OnePoint;13692887;22;9049143
50;500;0.800;0.050;Tournament;OnePoint;13692887;23;10934540
50;500;0.800;0.050;Roulette;OnePoint;13406051;23;5517713
50;500;0.800;0.050;Roulette;OnePoint;13462164;26;7021712
50;500;0.800;0.050;Roulette;OnePoint;13505325;27;8234896
50;500;0.800;0.050;Roulette;OnePoint;13539751;26;5160163
50;500;0.800;0.050;Roulette;OnePoint;13418227;26;5238268
50;500;0.800;0.050;Tournament;TwoPoint;13692887;29;9938168
50;500;0.800;0.050;Tournament;TwoPoint;13692887;25;9606249
50;500;0.800;0.050;Tournament;TwoPoint;13692887;25;9350454
50;500;0.800;0.050;Tournament;TwoPoint;13692887;24;8719638
50;500;0.800;0.050;Tournament;TwoPoint;13692887;24;8332642
50;500;0.800;0.050;Roulette;TwoPoint;13614543;28;7837086
50;500;0.800;0.050;Roulette;TwoPoint;13654201;27;8401592
50;500;0.800;0.050;Roulette;TwoPoint;13583527;28;7433986
50;500;0.800;0.050;Roulette;TwoPoint;13244197;28;8182261
50;500;0.800;0.050;Roulette;TwoPoint;13494466;27;7686033
50;500;0.800;0.100;Tournament;OnePoint;13683217;30;4685353
50;500;0.800;0.100;Tournament;OnePoint;13564321;29;7698729
50;500;0.800;0.100;Tournament;OnePoint;13525931;28;7335026
50;500;0.800;0.100;Tournament;OnePoint;13692887;28;7984620
50;500;0.800;0.100;Tournament;OnePoint;13484335;28;7828458
50;500;0.800;0.100;Roulette;OnePoint;13474049;29;2356904
50;500;0.800;0.100;Roulette;OnePoint;13484335;29;8271428
50;500;0.800;0.100;Roulette;OnePoint;13367629;29;5252580
50;500;0.800;0.100;Roulette;OnePoint;13555437;29;5319656
50;500;0.800;0.100;Roulette;OnePoint;13605593;29;7348194
50;500;0.800;0.100;Tournament;TwoPoint;13683217;29;8997204
50;500;0.800;0.100;Tournament;TwoPoint;13692887;28;7763941
50;500;0.800;0.100;Tournament;TwoPoint;13507183;26;10010051
50;500;0.800;0.100;Tournament;TwoPoint;13597934;28;6938719
50;500;0.800;0.100;Tournament;TwoPoint;13683217;27;7465657
50;500;0.800;0.100;Roulette;TwoPoint;13459436;25;5746406
50;500;0.800;0.100;Roulette;TwoPoint;13323971;29;8232837
50;500;0.800;0.100;Roulette;TwoPoint;13375849;31;7243362
50;500;0.800;0.100;Roulette;TwoPoint;13667228;30;5349985
50;500;0.800;0.100;Roulette;TwoPoint;13683217;30;6125403
50;500;0.900;0.001;Tournament;OnePoint;13683937;9;13307519
50;500;0.900;0.001;Tournament;OnePoint;13667228;17;13667228
50;500;0.900;0.001;Tournament;OnePoint;13692887;16;13692887
50;500;0.900;0.001;Tournament;OnePoint;13487681;17;11801166
50;500;0.900;0.001;Tournament;OnePoint;13604574;17;12771442
50;500;0.900;0.001;Roulette;OnePoint;13683217;21;10904804
50;500;0.900;0.001;Roulette;OnePoint;13405991;18;11808671
50;500;0.900;0.001;Roulette;OnePoint;13433463;21;10366284
50;500;0.900;0.001;Roulette;OnePoint;13476665;20;11413732
50;500;0.900;0.001;Roulette;OnePoint;13183191;20;12504847
50;500;0.900;0.001;Tournament;TwoPoint;13692887;17;13692887
50;500;0.900;0.001;Tournament;TwoPoint;13654201;17;13654201
50;500;0.900;0.001;Tournament;TwoPoint;13683217;17;11996702
50;500;0.900;0.001;Tournament;TwoPoint;13692887;17;13692887
50;500;0.900;0.001;Tournament;TwoPoint;13692887;17;13692887
50;500;0.900;0.001;Roulette;TwoPoint;13183191;13;11260955
50;500;0.900;0.001;Roulette;TwoPoint;13567416;21;9701791
50;500;0.900;0.001;Roulette;TwoPoint;13555009;20;10606730
50;500;0.900;0.001;Roulette;TwoPoint;13605593;21;11919078
50;500;0.900;0.001;Roulette;TwoPoint;13415661;20;11149994
50;500;0.900;0.010;Tournament;OnePoint;13692887;21;9928824
50;500;0.900;0.010;Tournament;OnePoint;13692887;20;11839325
50;500;0.900;0.010;Tournament;OnePoint;13654201;18;11743700
50;500;0.900;0.010;Tournament;OnePoint;13656377;19;13185367
50;500;0.900;0.010;Tournament;OnePoint;13692887;20;11624683
50;500;0.900;0.010;Roulette;OnePoint;13654201;24;9514162
50;500;0.900;0.010;Roulette;OnePoint;13692887;24;8907831
50;500;0.900;0.010;Roulette;OnePoint;13587703;23;9227093
50;500;0.900;0.010;Roulette;OnePoint;13399439;24;9474456
50;500;0.900;0.010;Roulette;OnePoint;13683217;22;9310008
50;500;0.900;0.010;Tournament;TwoPoint;13692887;28;11592036
50;500;0.900;0.010;Tournament;TwoPoint;13654201;23;11517323
50;500;0.900;0.010;Tournament;TwoPoint;13692887;21;11928028
50;500;0.900;0.010;Tournament;TwoPoint;13692887;21;10758904
50;500;0.900;0.010;Tournament;TwoPoint;13692887;20;11592036
50;500;0.900;0.010;Roulette;TwoPoint;13448726;17;7355579
50;500;0.900;0.010;Roulette;TwoPoint;13692887;24;10876347
50;500;0.900;0.010;Roulette;TwoPoint;13585527;24;8808503
50;500;0.900;0.010;Roulette;TwoPoint;13692887;24;7641412
50;500;0.900;0.010;Roulette;TwoPoint;13585527;24;9270995
50;500;0.900;0.020;Tournament;OnePoint;13692887;20;11624683
50;500;0.900;0.020;Tournament;OnePoint;13692887;18;11328810
50;500;0.900;0.020;Tournament;OnePoint;13692887;19;9523832
50;500;0.900;0.020;Tournament;OnePoint;13692887;19;11592036
50;500;0.900;0.020;Tournament;OnePoint;13692887;19;11328810
50;500;0.900;0.020;Roulette;OnePoint;13614543;23;8170323
50;500;0.900;0.020;Roulette;OnePoint;13614543;23;8347625
50;500;0.900;0.020;Roulette;OnePoint;13385818;25;8843166
50;500;0.900;0.020;Roulette;OnePoint;13587703;24;8465774
50;500;0.900;0.020;Roulette;OnePoint;13683217;25;6475909
50;500;0.900;0.020;Tournament;TwoPoint;13692887;21;11592036
50;500;0.900;0.020;Tournament;TwoPoint;13692887;21;9905521
50;500;0.900;0.020;Tournament;TwoPoint;13692887;20;8944680
50;500;0.900;0.020;Tournament;TwoPoint;13692887;20;10409871
50;500;0.900;0.020;Tournament;TwoPoint;13692887;20;11045531
50;500;0.900;0.020;Roulette;TwoPoint;13616719;26;6011612
50;500;0.900;0.020;Roulette;TwoPoint;13370362;25;9012557
50;500;0.900;0.020;Roulette;TwoPoint;13654201;22;6752629
50;500;0.900;0.020;Roulette;TwoPoint;13638943;25;7584626
50;500;0.900;0.020;Roulette;TwoPoint;13692887;25;9139879
50;500;0.900;0.050;Tournament;OnePoint;13692887;24;8209828
50;500;0.900;0.050;Tournament;OnePoint;13692887;27;11026480
50;500;0.900;0.050;Tournament;OnePoint;13692887;26;10934540
50;500;0.900;0.050;Tournament;OnePoint;13692887;25;9129586
50;500;0.900;0.050;Tournament;OnePoint;13692887;24;10791551
50;500;0.900;0.050;Roulette;OnePoint;13507183;27;5218341
50;500;0.900;0.050;Roulette;OnePoint;13575857;26;6969309
50;500;0.900;0.050;Roulette;OnePoint;13475809;28;7428830
50;500;0.900;0.050;Roulette;OnePoint;13584090;28;5550489
50;500;0.900;0.050;Roulette;OnePoint;13605593;28;6728802
50;500;0.900;0.050;Tournament;TwoPoint;13692887;18;11104824
50;500;0.900;0.050;Tournament;TwoPoint;13692887;23;9827177
50;500;0.900;0.050;Tournament;TwoPoint;13692887;22;10551431
50;500;0.900;0.050;Tournament;TwoPoint;13692887;23;11145220
50;500;0.900;0.050;Tournament;TwoPoint;13692887;23;10328631
50;500;0.900;0.050;Roulette;TwoPoint;13501800;25;8632984
50;500;0.900;0.050;Roulette;TwoPoint;13591331;27;2974409
50;500;0.900;0.050;Roulette;TwoPoint;13423624;28;6931936
50;500;0.900;0.050;Roulette;TwoPoint;13646380;28;5989621
50;500;0.900;0.050;Roulette;TwoPoint;13575857;28;5552968
50;500;0.900;0.100;Tournament;OnePoint;13583988;30;6033232
50;500;0.900;0.100;Tournament;OnePoint;13579130;24;8825062
50;500;0.900;0.100;Tournament;OnePoint;13692887;27;7984255
50;500;0.900;0.100;Tournament;OnePoint;13692887;27;8683753
50;500;0.900;0.100;Tournament;OnePoint;13653024;26;8381521
50;500;0.900;0.100;Roulette;OnePoint;13490810;34;7969127
50;500;0.900;0.100;Roulette;OnePoint;13561004;33;4063513
50;500;0.900;0.100;Roulette;OnePoint;13273511;32;6357927
50;500;0.900;0.100;Roulette;OnePoint;13365882;31;6720118
50;500;0.900;0.100;Roulette;OnePoint;13300944;31;6834803
50;500;0.900;0.100;Tournament;TwoPoint;13692887;27;8937989
50;500;0.900;0.100;Tournament;TwoPoint;13614543;25;7817993
50;500;0.900;0.100;Tournament;TwoPoint;13533601;27;9016257
50;500;0.900;0.100;Tournament;TwoPoint;13683217;28;9905092
50;500;0.900;0.100;Tournament;TwoPoint;13614543;29;8072497
50;500;0.900;0.100;Roulette;TwoPoint;13505183;32;7176884
50;500;0.900;0.100;Roulette;TwoPoint;13408153;32;5786232
50;500;0.900;0.100;Roulette;TwoPoint;13566036;33;6095506
50;500;0.900;0.100;Roulette;TwoPoint;13401641;33;6835981
50;500;0.900;0.100;Roulette;TwoPoint;13326467;31;6975017
50;500;1.000;0.001;Tournament;OnePoint;13683217;25;13306799
50;500;1.000;0.001;Tournament;OnePoint;13586093;21;12803117
50;500;1.000;0.001;Tournament;OnePoint;13692887;19;13083999
50;500;1.000;0.001;Tournament;OnePoint;13692887;19;13692887
50;500;1.000;0.001;Tournament;OnePoint;13556756;19;13556756
50;500;1.000;0.001;Roulette;OnePoint;13528230;15;12181829
50;500;1.000;0.001;Roulette;OnePoint;13683217;17;11829655
50;500;1.000;0.001;Roulette;OnePoint;13415661;21;11629954
50;500;1.000;0.001;Roulette;OnePoint;13498631;21;11545877
50;500;1.000;0.001;Roulette;OnePoint;13083999;21;11555353
50;500;1.000;0.001;Tournament;TwoPoint;13607769;10;13607769
50;500;1.000;0.001;Tournament;TwoPoint;13692887;17;13692887
50;500;1.000;0.001;Tournament;TwoPoint;13692887;16;13015325
50;500;1.000;0.001;Tournament;TwoPoint;13583988;17;13583988
50;500;1.000;0.001;Tournament;TwoPoint;13692887;17;11624683
50;500;1.000;0.001;Roulette;TwoPoint;13585527;21;11899012
50;500;1.000;0.001;Roulette;TwoPoint;13575857;21;12742725
50;500;1.000;0.001;Roulette;TwoPoint;13507183;22;11406332
50;500;1.000;0.001;Roulette;TwoPoint;13654201;21;11418131
50;500;1.000;0.001;Roulette;TwoPoint;13484335;21;11496676
50;500;1.000;0.010;Tournament;OnePoint;13692887;15;11782386
50;500;1.000;0.010;Tournament;OnePoint;13692887;18;9928824
50;500;1.000;0.010;Tournament;OnePoint;13614187;18;9602835
50;500;1.000;0.010;Tournament;OnePoint;13692887;18;11693357
50;500;1.000;0.010;Tournament;OnePoint;13592739;18;11491888
50;500;1.000;0.010;Roulette;OnePoint;13501800;23;8315368
50;500;1.000;0.010;Roulette;OnePoint;13654201;23;8858486
50;500;1.000;0.010;Roulette;OnePoint;13614543;23;8634983
50;500;1.000;0.010;Roulette;OnePoint;13486335;22;8855571
50;500;1.000;0.010;Roulette;OnePoint;13585527;23;8287504
50;500;1.000;0.010;Tournament;TwoPoint;13692887;19;9771121
50;500;1.000;0.010;Tournament;TwoPoint;13629963;18;11529112
50;500;1.000;0.010;Tournament;TwoPoint;13692887;18;11592036
50;500;1.000;0.010;Tournament;TwoPoint;13683937;18;11164290
50;500;1.000;0.010;Tournament;TwoPoint;13683937;18;12850805
50;500;1.000;0.010;Roulette;TwoPoint;13683217;22;8750128
50;500;1.000;0.010;Roulette;TwoPoint;13654201;23;8907831
50;500;1.000;0.010;Roulette;TwoPoint;13692887;24;9626580
50;500;1.000;0.010;Roulette;TwoPoint;13654201;23;7741952
50;500;1.000;0.010;Roulette;TwoPoint;13692887;24;9060912
50;500;1.000;0.020;Tournament;OnePoint;13692887;19;9738474
50;500;1.000;0.020;Tournament;OnePoint;13692887;19;11248265
50;500;1.000;0.020;Tournament;OnePoint;13692887;18;11182810
50;500;1.000;0.020;Tournament;OnePoint;13656377;19;10969683
50;500;1.000;0.020;Tournament;OnePoint;13692887;18;11592036
50;500;1.000;0.020;Roulette;OnePoint;13553212;31;5616169
50;500;1.000;0.020;Roulette;OnePoint;13692887;24;8727575
50;500;1.000;0.020;Roulette;OnePoint;13604045;27;7472723
50;500;1.000;0.020;Roulette;OnePoint;13618671;26;8664702
50;500;1.000;0.020;Roulette;OnePoint;13621849;26;8816352
50;500;1.000;0.020;Tournament;TwoPoint;13692887;19;11045531
50;500;1.000;0.020;Tournament;TwoPoint;13692887;18;10152810
50;500;1.000;0.020;Tournament;TwoPoint;13692887;19;9928824
50;500;1.000;0.020;Tournament;TwoPoint;13692887;19;11592036
50;500;1.000;0.020;Tournament;TwoPoint;13692887;17;11057965
50;500;1.000;0.020;Roulette;TwoPoint;13683217;31;7022703
50;500;1.000;0.020;Roulette;TwoPoint;13692887;31;8303579
50;500;1.000;0.020;Roulette;TwoPoint;13605593;28;6530999
50;500;1.000;0.020;Roulette;TwoPoint;13654201;28;7006443
50;500;1.000;0.020;Roulette;TwoPoint;13585527;27;7118603
50;500;1.000;0.050;Tournament;OnePoint;13692887;23;9905521
50;500;1.000;0.050;Tournament;OnePoint;13692887;23;9771121
50;500;1.000;0.050;Tournament;OnePoint;13692887;20;10063390
50;500;1.000;0.050;Tournament;OnePoint;13692887;22;10477726
50;500;1.000;0.050;Tournament;OnePoint;13692887;22;8185536
50;500;1.000;0.050;Roulette;OnePoint;13457027;30;6961860
50;500;1.000;0.050;Roulette;OnePoint;13584745;29;6876992
50;500;1.000;0.050;Roulette;OnePoint;13417559;28;6093957
50;500;1.000;0.050;Roulette;OnePoint;13439201;28;8618277
50;500;1.000;0.050;Roulette;OnePoint;13674267;28;6608753
50;500;1.000;0.050;Tournament;TwoPoint;13692887;23;9592506
50;500;1.000;0.050;Tournament;TwoPoint;13692887;23;7294068
50;500;1.000;0.050;Tournament;TwoPoint;13692887;23;10477726
50;500;1.000;0.050;Tournament;TwoPoint;13692887;23;10132064
50;500;1.000;0.050;Tournament;TwoPoint;13692887;22;11015913
50;500;1.000;0.050;Roulette;TwoPoint;13654201;30;5764737
50;500;1.000;0.050;Roulette;TwoPoint;13494535;29;7338472
50;500;1.000;0.050;Roulette;TwoPoint;13683937;28;3431141
50;500;1.000;0.050;Roulette;TwoPoint;13566497;27;6562312
50;500;1.000;0.050;Roulette;TwoPoint;13551619;28;7455386
50;500;1.000;0.100;Tournament;OnePoint;13674267;25;8512151
50;500;1.000;0.100;Tournament;OnePoint;13692887;26;8866284
50;500;1.000;0.100;Tournament;OnePoint;13486335;27;7953047
50;500;1.000;0.100;Tournament;OnePoint;13683217;26;7730774
50;500;1.000;0.100;Tournament;OnePoint;13614543;27;7787649
50;500;1.000;0.100;Roulette;OnePoint;13683217;31;5987101
50;500;1.000;0.100;Roulette;OnePoint;13412990;29;7812103
50;500;1.000;0.100;Roulette;OnePoint;13554651;29;7293273
50;500;1.000;0.100;Roulette;OnePoint;13340284;30;7201622
50;500;1.000;0.100;Roulette;OnePoint;13406150;30;7472925
50;500;1.000;0.100;Tournament;TwoPoint;13653419;29;10264961
50;500;1.000;0.100;Tournament;TwoPoint;13654201;28;7829308
50;500;1.000;0.100;Tournament;TwoPoint;13683217;28;9675238
50;500;1.000;0.100;Tournament;TwoPoint;13692887;27;9342426
50;500;1.000;0.100;Tournament;TwoPoint;13683937;27;7469076
50;500;1.000;0.100;Roulette;TwoPoint;13368372;30;4854261
50;500;1.000;0.100;Roulette;TwoPoint;13455422;30;5962165
50;500;1.000;0.100;Roulette;TwoPoint;13589439;30;6026175
50;500;1.000;0.100;Roulette;TwoPoint;13497194;30;5742859
50;500;1.000;0.100;Roulette;TwoPoint;13407311;30;4826205
50;1000;0.500;0.001;Tournament;OnePoint;13536361;29;13536361
50;1000;0.500;0.001;Tournament;OnePoint;13501626;32;13501626
50;1000;0.500;0.001;Tournament;OnePoint;13692887;33;12859755
50;1000;0.500;0.001;Tournament;OnePoint;13683937;33;13683937
50;1000;0.500;0.001;Tournament;OnePoint;13577143;33;13577143
50;1000;0.500;0.001;Roulette;OnePoint;13683217;42;13306799
50;1000;0.500;0.001;Roulette;OnePoint;13683217;42;9677302
50;1000;0.500;0.001;Roulette;OnePoint;13575857;43;12047211
50;1000;0.500;0.001;Roulette;OnePoint;13575857;42;12047211
50;1000;0.500;0.001;Roulette;OnePoint;13654201;42;13178591
50;1000;0.500;0.001;Tournament;TwoPoint;13579130;36;11725568
50;1000;0.500;0.001;Tournament;TwoPoint;13371614;32;11685099
50;1000;0.500;0.001;Tournament;TwoPoint;13611815;33;12436173
50;1000;0.500;0.001;Tournament;TwoPoint;13586093;34;11485242
50;1000;0.500;0.001;Tournament;TwoPoint;13366782;33;13366782
50;1000;0.500;0.001;Roulette;TwoPoint;13683937;42;13006375
50;1000;0.500;0.001;Roulette;TwoPoint;13575857;43;12047211
50;1000;0.500;0.001;Roulette;TwoPoint;13654201;43;11800639
50;1000;0.500;0.001;Roulette;TwoPoint;13507183;43;11017530
50;1000;0.500;0.001;Roulette;TwoPoint;13075049;43;11221487
50;1000;0.500;0.010;Tournament;OnePoint;13656377;37;11084516
50;1000;0.500;0.010;Tournament;OnePoint;13656377;37;11496676
50;1000;0.500;0.010;Tournament;OnePoint;13656377;36;11454158
50;1000;0.500;0.010;Tournament;OnePoint;13656377;37;11745876
50;1000;0.500;0.010;Tournament;OnePoint;13614187;37;11604494
50;1000;0.500;0.010;Roulette;OnePoint;13407991;48;9484238
50;1000;0.500;0.010;Roulette;OnePoint;13581880;48;9161878
50;1000;0.500;0.010;Roulette;OnePoint;13368173;48;10104319
50;1000;0.500;0.010;Roulette;OnePoint;13584745;48;7166960
50;1000;0.500;0.010;Roulette;OnePoint;13503368;48;9529222
50;1000;0.500;0.010;Tournament;TwoPoint;13629963;38;11108258
50;1000;0.500;0.010;Tournament;TwoPoint;13692887;39;11624683
50;1000;0.500;0.010;Tournament;TwoPoint;13692887;36;9526008
50;1000;0.500;0.010;Tournament;TwoPoint;13656377;38;10912744
50;1000;0.500;0.010;Tournament;TwoPoint;13629963;37;11529112
50;1000;0.500;0.010;Roulette;TwoPoint;13620293;50;7834788
50;1000;0.500;0.010;Roulette;TwoPoint;13654201;49;9038998
50;1000;0.500;0.010;Roulette;TwoPoint;13654201;49;7876660
50;1000;0.500;0.010;Roulette;TwoPoint;13683217;48;10078599
50;1000;0.500;0.010;Roulette;TwoPoint;13654201;48;8897977
50;1000;0.500;0.020;Tournament;OnePoint;13656377;47;11591268
50;1000;0.500;0.020;Tournament;OnePoint;13692887;40;9262739
50;1000;0.500;0.020;Tournament;OnePoint;13692887;42;7352404
50;1000;0.500;0.020;Tournament;OnePoint;13692887;42;11624683
50;1000;0.500;0.020;Tournament;OnePoint;13692887;42;9714182
50;1000;0.500;0.020;Roulette;OnePoint;13510783;53;8754418
50;1000;0.500;0.020;Roulette;OnePoint;13614543;52;6486618
50;1000;0.500;0.020;Roulette;OnePoint;13606574;50;7078384
50;1000;0.500;0.020;Roulette;OnePoint;13546799;51;7143637
50;1000;0.500;0.020;Roulette;OnePoint;13358675;51;9103374
50;1000;0.500;0.020;Tournament;TwoPoint;13692887;40;9103165
50;1000;0.500;0.020;Tournament;TwoPoint;13692887;41;11839325
50;1000;0.500;0.020;Tournament;TwoPoint;13692887;39;10733215
50;1000;0.500;0.020;Tournament;TwoPoint;13692887;40;11782386
50;1000;0.500;0.020;Tournament;TwoPoint;13692887;40;9905521
50;1000;0.500;0.020;Roulette;TwoPoint;13683937;52;9207138
50;1000;0.500;0.020;Roulette;TwoPoint;13654201;51;6260944
50;1000;0.500;0.020;Roulette;TwoPoint;13511038;52;7142590
50;1000;0.500;0.020;Roulette;TwoPoint;13692887;54;6755373
50;1000;0.500;0.020;Roulette;TwoPoint;13510783;53;9430264
50;1000;0.500;0.050;Tournament;OnePoint;13683217;48;9283712
50;1000;0.500;0.050;Tournament;OnePoint;13472301;47;8692838
50;1000;0.500;0.050;Tournament;OnePoint;13692887;48;8335572
50;1000;0.500;0.050;Tournament;OnePoint;13505325;50;10483605
50;1000;0.500;0.050;Tournament;OnePoint;13692887;51;9385033
50;1000;0.500;0.050;Roulette;OnePoint;13284591;53;6290346
50;1000;0.500;0.050;Roulette;OnePoint;13320680;55;6993539
50;1000;0.500;0.050;Roulette;OnePoint;13612011;54;7245365
50;1000;0.500;0.050;Roulette;OnePoint;13546063;54;7064361
50;1000;0.500;0.050;Roulette;OnePoint;13476665;55;7274678
50;1000;0.500;0.050;Tournament;TwoPoint;13692887;49;7215328
50;1000;0.500;0.050;Tournament;TwoPoint;13507183;49;9464702
50;1000;0.500;0.050;Tournament;TwoPoint;13654201;49;8003267
50;1000;0.500;0.050;Tournament;TwoPoint;13654201;49;7534422
50;1000;0.500;0.050;Tournament;TwoPoint;13683217;49;11272690
50;1000;0.500;0.050;Roulette;TwoPoint;13614543;53;6876438
50;1000;0.500;0.050;Roulette;TwoPoint;13604045;54;6359575
50;1000;0.500;0.050;Roulette;TwoPoint;13334434;57;7245370
50;1000;0.500;0.050;Roulette;TwoPoint;13517280;56;6542683
50;1000;0.500;0.050;Roulette;TwoPoint;13420142;55;7569694
50;1000;0.500;0.100;Tournament;OnePoint;13576056;59;6016966
50;1000;0.500;0.100;Tournament;OnePoint;13692887;57;7140842
50;1000;0.500;0.100;Tournament;OnePoint;13505512;55;5530232
50;1000;0.500;0.100;Tournament;OnePoint;13624111;56;5885158
50;1000;0.500;0.100;Tournament;OnePoint;13497999;55;9070159
50;1000;0.500;0.100;Roulette;OnePoint;13417571;59;8034554
50;1000;0.500;0.100;Roulette;OnePoint;13653419;59;6089630
50;1000;0.500;0.100;Roulette;OnePoint;13515814;58;7781285
50;1000;0.500;0.100;Roulette;OnePoint;13464116;58;6539941
50;1000;0.500;0.100;Roulette;OnePoint;13125067;58;5705383
50;1000;0.500;0.100;Tournament;TwoPoint;13549649;51;7261987
50;1000;0.500;0.100;Tournament;TwoPoint;13497024;57;5260182
50;1000;0.500;0.100;Tournament;TwoPoint;13618193;56;6758463
50;1000;0.500;0.100;Tournament;TwoPoint;13314745;54;7832754
50;1000;0.500;0.100;Tournament;TwoPoint;13359683;56;10044742
50;1000;0.500;0.100;Roulette;TwoPoint;13502088;58;6654473
50;1000;0.500;0.100;Roulette;TwoPoint;13301554;59;3077585
50;1000;0.500;0.100;Roulette;TwoPoint;13426086;60;6672524
50;1000;0.500;0.100;Roulette;TwoPoint;13166575;60;6662287
50;1000;0.500;0.100;Roulette;TwoPoint;13437078;59;6046868
50;1000;0.600;0.001;Tournament;OnePoint;13606574;34;13606574
50;1000;0.600;0.001;Tournament;OnePoint;13581493;29;11670992
50;1000;0.600;0.001;Tournament;OnePoint;13606574;33;13606574
50;1000;0.600;0.001;Tournament;OnePoint;13653024;33;11742523
50;1000;0.600;0.001;Tournament;OnePoint;13692887;33;13113735
50;1000;0.600;0.001;Roulette;OnePoint;13654201;41;10752865
50;1000;0.600;0.001;Roulette;OnePoint;13692887;42;11957689
50;1000;0.600;0.001;Roulette;OnePoint;13316469;42;11384563
50;1000;0.600;0.001;Roulette;OnePoint;13484335;42;11416131
50;1000;0.600;0.001;Roulette;OnePoint;13654201;42;11800639
50;1000;0.600;0.001;Tournament;TwoPoint;13552997;35;13285939
50;1000;0.600;0.001;Tournament;TwoPoint;13549407;33;11481203
50;1000;0.600;0.001;Tournament;TwoPoint;13568037;33;12988885
50;1000;0.600;0.001;Tournament;TwoPoint;13629963;33;13530771
50;1000;0.600;0.001;Tournament;TwoPoint;13624111;33;13203257
50;1000;0.600;0.001;Roulette;TwoPoint;13104847;43;9093495
50;1000;0.600;0.001;Roulette;TwoPoint;13692887;41;11026480
50;1000;0.600;0.001;Roulette;TwoPoint;13183191;42;11114987
50;1000;0.600;0.001;Roulette;TwoPoint;13555009;42;10983148
50;1000;0.600;0.001;Roulette;TwoPoint;13575857;42;12568054
50;1000;0.600;0.010;Tournament;OnePoint;13589439;37;12911877
50;1000;0.600;0.010;Tournament;OnePoint;13656377;36;13077225
50;1000;0.600;0.010;Tournament;OnePoint;13692887;37;10477726
50;1000;0.600;0.010;Tournament;OnePoint;13692887;36;11592036
50;1000;0.600;0.010;Tournament;OnePoint;13612011;35;12934449
50;1000;0.600;0.010;Roulette;OnePoint;13614543;48;9720272
