N;T;Pc;Pm;Selection;Crossover;bestFitness;Time(ms);worstFitness
200;500;0.900;0.001;Roulette;OnePoint;13587703;134;11978537
200;500;0.900;0.001;Roulette;OnePoint;13654201;133;11553350
200;500;0.900;0.001;Roulette;OnePoint;13654201;139;9642849
200;500;0.900;0.001;Roulette;OnePoint;13654201;139;11899012
200;500;0.900;0.001;Roulette;OnePoint;13654201;141;11082340
200;500;0.900;0.001;Tournament;TwoPoint;13692887;89;11624683
200;500;0.900;0.001;Tournament;TwoPoint;13692887;85;11782386
200;500;0.900;0.001;Tournament;TwoPoint;13692887;86;12859755
200;500;0.900;0.001;Tournament;TwoPoint;13692887;86;13692887
200;500;0.900;0.001;Tournament;TwoPoint;13692887;86;13113735
200;500;0.900;0.001;Roulette;TwoPoint;13654201;165;11036643
200;500;0.900;0.001;Roulette;TwoPoint;13575857;149;10136710
200;500;0.900;0.001;Roulette;TwoPoint;13654201;152;11003996
200;500;0.900;0.001;Roulette;TwoPoint;13692887;148;10947121
200;500;0.900;0.001;Roulette;TwoPoint;13654201;147;10057185
200;500;0.900;0.010;Tournament;OnePoint;13692887;99;11592036
200;500;0.900;0.010;Tournament;OnePoint;13692887;100;10253740
200;500;0.900;0.010;Tournament;OnePoint;13692887;99;11045531
200;500;0.900;0.010;Tournament;OnePoint;13692887;98;10095871
200;500;0.900;0.010;Tournament;OnePoint;13692887;95;9938168
200;500;0.900;0.010;Roulette;OnePoint;13683937;150;8540659
200;500;0.900;0.010;Roulette;OnePoint;13692887;160;8681621
200;500;0.900;0.010;Roulette;OnePoint;13692887;159;8017997
200;500;0.900;0.010;Roulette;OnePoint;13653419;162;7653154
200;500;0.900;0.010;Roulette;OnePoint;13654201;164;7379185
200;500;0.900;0.010;Tournament;TwoPoint;13692887;93;11592036
200;500;0.900;0.010;Tournament;TwoPoint;13692887;95;11624683
200;500;0.900;0.010;Tournament;TwoPoint;13692887;93;11839325
200;500;0.900;0.010;Tournament;TwoPoint;13692887;90;11462907
200;500;0.900;0.010;Tournament;TwoPoint;13692887;88;11427220
200;500;0.900;0.010;Roulette;TwoPoint;13683217;155;8217348
200;500;0.900;0.010;Roulette;TwoPoint;13692887;147;8174016
200;500;0.900;0.010;Roulette;TwoPoint;13692887;157;7609098
200;500;0.900;0.010;Roulette;TwoPoint;13654201;157;7099035
200;500;0.900;0.010;Roulette;TwoPoint;13683217;157;7937328
200;500;0.900;0.020;Tournament;OnePoint;13692887;104;7837317
200;500;0.900;0.020;Tournament;OnePoint;13692887;94;9928824
200;500;0.900;0.020;Tournament;OnePoint;13692887;93;11405968
200;500;0.900;0.020;Tournament;OnePoint;13692887;95;11124890
200;500;0.900;0.020;Tournament;OnePoint;13692887;96;10860225
200;500;0.900;0.020;Roulette;OnePoint;13692887;180;6029564
200;500;0.900;0.020;Roulette;OnePoint;13683217;180;7063783
200;500;0.900;0.020;Roulette;OnePoint;13683937;177;6709098
200;500;0.900;0.020;Roulette;OnePoint;13604045;174;5894085
200;500;0.900;0.020;Roulette;OnePoint;13584745;170;6939926
200;500;0.900;0.020;Tournament;TwoPoint;13692887;96;10758904
200;500;0.900;0.020;Tournament;TwoPoint;13692887;98;9095692
200;500;0.900;0.020;Tournament;TwoPoint;13692887;99;11045531
200;500;0.900;0.020;Tournament;TwoPoint;13692887;97;6555960
200;500;0.900;0.020;Tournament;TwoPoint;13692887;95;10791551
200;500;0.900;0.020;Roulette;TwoPoint;13683217;170;5848196
200;500;0.900;0.020;Roulette;TwoPoint;13683217;164;6534318
200;500;0.900;0.020;Roulette;TwoPoint;13674267;161;6827994
200;500;0.900;0.020;Roulette;TwoPoint;13683217;160;6938461
200;500;0.900;0.020;Roulette;TwoPoint;13654201;159;6381209
200;500;0.900;0.050;Tournament;OnePoint;13692887;107;8839588
200;500;0.900;0.050;Tournament;OnePoint;13692887;102;8950973
200;500;0.900;0.050;Tournament;OnePoint;13692887;103;8720455
200;500;0.900;0.050;Tournament;OnePoint;13692887;106;9714182
200;500;0.900;0.050;Tournament;OnePoint;13692887;109;9738474
200;500;0.900;0.050;Roulette;OnePoint;13692887;181;5298822
200;500;0.900;0.050;Roulette;OnePoint;13602341;171;5818674
200;500;0.900;0.050;Roulette;OnePoint;13596690;174;4807875
200;500;0.900;0.050;Roulette;OnePoint;13614543;170;3381868
200;500;0.900;0.050;Roulette;OnePoint;13683937;168;2687255
200;500;0.900;0.050;Tournament;TwoPoint;13692887;110;7484202
200;500;0.900;0.050;Tournament;TwoPoint;13692887;115;8937989
200;500;0.900;0.050;Tournament;TwoPoint;13692887;112;9290299
200;500;0.900;0.050;Tournament;TwoPoint;13692887;110;9516719
200;500;0.900;0.050;Tournament;TwoPoint;13692887;110;9248807
200;500;0.900;0.050;Roulette;TwoPoint;13608750;176;6168295
200;500;0.900;0.050;Roulette;TwoPoint;13484335;170;6074094
200;500;0.900;0.050;Roulette;TwoPoint;13514668;170;5803759
200;500;0.900;0.050;Roulette;TwoPoint;13614543;173;4374923
200;500;0.900;0.050;Roulette;TwoPoint;13578033;173;5348785
200;500;0.900;0.100;Tournament;OnePoint;13692887;137;8915298
200;500;0.900;0.100;Tournament;OnePoint;13692887;137;8574593
200;500;0.900;0.100;Tournament;OnePoint;13692887;133;7847927
200;500;0.900;0.100;Tournament;OnePoint;13692887;133;6246136
200;500;0.900;0.100;Tournament;OnePoint;13683217;132;5188643
200;500;0.900;0.100;Roulette;OnePoint;13564321;170;7158088
200;500;0.900;0.100;Roulette;OnePoint;13692887;174;4187153
200;500;0.900;0.100;Roulette;OnePoint;13560477;173;6630396
200;500;0.900;0.100;Roulette;OnePoint;13514995;173;2490740
200;500;0.900;0.100;Roulette;OnePoint;13505746;178;4343086
200;500;0.900;0.100;Tournament;TwoPoint;13692887;133;6108231
200;500;0.900;0.100;Tournament;TwoPoint;13683937;143;5218535
200;500;0.900;0.100;Tournament;TwoPoint;13692887;139;5905411
200;500;0.900;0.100;Tournament;TwoPoint;13683217;140;6990767
200;500;0.900;0.100;Tournament;TwoPoint;13692887;141;5499893
200;500;0.900;0.100;Roulette;TwoPoint;13549407;180;5119832
200;500;0.900;0.100;Roulette;TwoPoint;13629963;186;4767525
200;500;0.900;0.100;Roulette;TwoPoint;13495086;184;3095307
200;500;0.900;0.100;Roulette;TwoPoint;13616719;188;5093665
200;500;0.900;0.100;Roulette;TwoPoint;13527149;183;4487770
200;500;1.000;0.001;Tournament;OnePoint;13692887;74;11839325
200;500;1.000;0.001;Tournament;OnePoint;13692887;78;11592036
200;500;1.000;0.001;Tournament;OnePoint;13692887;86;13083999
200;500;1.000;0.001;Tournament;OnePoint;13692887;80;11624683
200;500;1.000;0.001;Tournament;OnePoint;13692887;86;13083999
200;500;1.000;0.001;Roulette;OnePoint;13654201;153;11553350
200;500;1.000;0.001;Roulette;OnePoint;13654201;156;11397484
200;500;1.000;0.001;Roulette;OnePoint;13654201;149;11428002
200;500;1.000;0.001;Roulette;OnePoint;13654201;151;11083419
200;500;1.000;0.001;Roulette;OnePoint;13654201;153;10720218
200;500;1.000;0.001;Tournament;TwoPoint;13692887;82;11592036
200;500;1.000;0.001;Tournament;TwoPoint;13692887;85;12859755
200;500;1.000;0.001;Tournament;TwoPoint;13692887;81;11624683
200;500;1.000;0.001;Tournament;TwoPoint;13692887;83;13083999
200;500;1.000;0.001;Tournament;TwoPoint;13692887;85;11592036
200;500;1.000;0.001;Roulette;TwoPoint;13654201;166;11484676
200;500;1.000;0.001;Roulette;TwoPoint;13654201;153;11388534
200;500;1.000;0.001;Roulette;TwoPoint;13654201;153;11507653
200;500;1.000;0.001;Roulette;TwoPoint;13654201;151;11743700
200;500;1.000;0.001;Roulette;TwoPoint;13654201;147;11009066
200;500;1.000;0.010;Tournament;OnePoint;13692887;101;9681535
200;500;1.000;0.010;Tournament;OnePoint;13692887;94;11592036
200;500;1.000;0.010;Tournament;OnePoint;13692887;98;11592036
200;500;1.000;0.010;Tournament;OnePoint;13692887;99;9714182
200;500;1.000;0.010;Tournament;OnePoint;13692887;94;11592036
200;500;1.000;0.010;Roulette;OnePoint;13692887;166;8305855
200;500;1.000;0.010;Roulette;OnePoint;13692887;158;6857425
200;500;1.000;0.010;Roulette;OnePoint;13654201;160;8560028
200;500;1.000;0.010;Roulette;OnePoint;13692887;159;7969709
200;500;1.000;0.010;Roulette;OnePoint;13692887;165;4275360
200;500;1.000;0.010;Tournament;TwoPoint;13692887;96;11592036
200;500;1.000;0.010;Tournament;TwoPoint;13692887;106;9850480
200;500;1.000;0.010;Tournament;TwoPoint;13692887;102;11331109
200;500;1.000;0.010;Tournament;TwoPoint;13692887;101;11592036
200;500;1.000;0.010;Tournament;TwoPoint;13692887;99;10152810
200;500;1.000;0.010;Roulette;TwoPoint;13692887;169;6249098
200;500;1.000;0.010;Roulette;TwoPoint;13654201;156;8425382
200;500;1.000;0.010;Roulette;TwoPoint;13692887;155;9250936
200;500;1.000;0.010;Roulette;TwoPoint;13654201;158;6637138
200;500;1.000;0.010;Roulette;TwoPoint;13683217;156;8209578
200;500;1.000;0.020;Tournament;OnePoint;13692887;95;10310679
200;500;1.000;0.020;Tournament;OnePoint;13692887;90;10253740
200;500;1.000;0.020;Tournament;OnePoint;13692887;89;9516885
200;500;1.000;0.020;Tournament;OnePoint;13692887;90;11585871
200;500;1.000;0.020;Tournament;OnePoint;13692887;90;9938168
200;500;1.000;0.020;Roulette;OnePoint;13692887;169;3798395
200;500;1.000;0.020;Roulette;OnePoint;13692887;162;7051474
200;500;1.000;0.020;Roulette;OnePoint;13653419;167;7663323
200;500;1.000;0.020;Roulette;OnePoint;13683937;173;5675016
200;500;1.000;0.020;Roulette;OnePoint;13683217;168;5466956
200;500;1.000;0.020;Tournament;TwoPoint;13692887;94;10152810
200;500;1.000;0.020;Tournament;TwoPoint;13692887;99;9780727
200;500;1.000;0.020;Tournament;TwoPoint;13692887;96;10310679
200;500;1.000;0.020;Tournament;TwoPoint;13692887;100;10310679
200;500;1.000;0.020;Tournament;TwoPoint;13692887;99;10758904
200;500;1.000;0.020;Roulette;TwoPoint;13683217;166;7173130
200;500;1.000;0.020;Roulette;TwoPoint;13692887;165;5484910
200;500;1.000;0.020;Roulette;TwoPoint;13683217;171;7293058
200;500;1.000;0.020;Roulette;TwoPoint;13692887;181;6329294
200;500;1.000;0.020;Roulette;TwoPoint;13614543;179;6798326
200;500;1.000;0.050;Tournament;OnePoint;13692887;106;9230258
200;500;1.000;0.050;Tournament;OnePoint;13692887;114;8937989
200;500;1.000;0.050;Tournament;OnePoint;13692887;115;8170841
200;500;1.000;0.050;Tournament;OnePoint;13692887;115;9573658
200;500;1.000;0.050;Tournament;OnePoint;13692887;111;8427474
200;500;1.000;0.050;Roulette;OnePoint;13683217;222;4943411
200;500;1.000;0.050;Roulette;OnePoint;13683937;203;4270057
200;500;1.000;0.050;Roulette;OnePoint;13654201;191;6446254
200;500;1.000;0.050;Roulette;OnePoint;13653419;187;5502044
200;500;1.000;0.050;Roulette;OnePoint;13654201;183;6472142
200;500;1.000;0.050;Tournament;TwoPoint;13692887;92;8463691
200;500;1.000;0.050;Tournament;TwoPoint;13692887;105;9269357
200;500;1.000;0.050;Tournament;TwoPoint;13692887;111;10164711
200;500;1.000;0.050;Tournament;TwoPoint;13692887;118;9704512
200;500;1.000;0.050;Tournament;TwoPoint;13692887;116;8822714
200;500;1.000;0.050;Roulette;TwoPoint;13596904;199;6451226
200;500;1.000;0.050;Roulette;TwoPoint;13618671;180;6018361
200;500;1.000;0.050;Roulette;TwoPoint;13683217;177;4964723
200;500;1.000;0.050;Roulette;TwoPoint;13629963;177;3589014
200;500;1.000;0.050;Roulette;TwoPoint;13674267;178;6397429
200;500;1.000;0.100;Tournament;OnePoint;13683937;134;6186546
200;500;1.000;0.100;Tournament;OnePoint;13692887;130;4660265
200;500;1.000;0.100;Tournament;OnePoint;13692887;132;9069257
200;500;1.000;0.100;Tournament;OnePoint;13683217;133;7228200
200;500;1.000;0.100;Tournament;OnePoint;13692887;131;5597667
200;500;1.000;0.100;Roulette;OnePoint;13428591;194;5985114
200;500;1.000;0.100;Roulette;OnePoint;13515883;187;7005672
200;500;1.000;0.100;Roulette;OnePoint;13692887;188;5345041
200;500;1.000;0.100;Roulette;OnePoint;13551619;185;5490631
200;500;1.000;0.100;Roulette;OnePoint;13458161;183;5413293
200;500;1.000;0.100;Tournament;TwoPoint;13692887;132;7624809
200;500;1.000;0.100;Tournament;TwoPoint;13654201;137;8076806
200;500;1.000;0.100;Tournament;TwoPoint;13683217;137;8051959
200;500;1.000;0.100;Tournament;TwoPoint;13692887;139;7396498
200;500;1.000;0.100;Tournament;TwoPoint;13692887;142;8085391
200;500;1.000;0.100;Roulette;TwoPoint;13555009;172;5973021
200;500;1.000;0.100;Roulette;TwoPoint;13653419;187;3189010
200;500;1.000;0.100;Roulette;TwoPoint;13692887;181;4230863
200;500;1.000;0.100;Roulette;TwoPoint;13614543;183;4875963
200;500;1.000;0.100;Roulette;TwoPoint;13612011;184;3107548
200;1000;0.500;0.001;Tournament;OnePoint;13692887;167;11592036
200;1000;0.500;0.001;Tournament;OnePoint;13683217;169;13104847
200;1000;0.500;0.001;Tournament;OnePoint;13692887;166;9905521
200;1000;0.500;0.001;Tournament;OnePoint;13692887;162;11782386
200;1000;0.500;0.001;Tournament;OnePoint;13683217;160;11615013
200;1000;0.500;0.001;Roulette;OnePoint;13654201;273;9453578
200;1000;0.500;0.001;Roulette;OnePoint;13683217;270;11104824
200;1000;0.500;0.001;Roulette;OnePoint;13484335;279;11383484
200;1000;0.500;0.001;Roulette;OnePoint;13484335;278;11383484
200;1000;0.500;0.001;Roulette;OnePoint;13654201;280;9732435
200;1000;0.500;0.001;Tournament;TwoPoint;13692887;170;11592036
200;1000;0.500;0.001;Tournament;TwoPoint;13656377;165;13185367
200;1000;0.500;0.001;Tournament;TwoPoint;13692887;167;11624683
200;1000;0.500;0.001;Tournament;TwoPoint;13692887;169;11839325
200;1000;0.500;0.001;Tournament;TwoPoint;13674267;166;11573416
200;1000;0.500;0.001;Roulette;TwoPoint;13692887;262;11592036
200;1000;0.500;0.001;Roulette;TwoPoint;13561004;264;9761214
200;1000;0.500;0.001;Roulette;TwoPoint;13484335;260;11305140
200;1000;0.500;0.001;Roulette;TwoPoint;13654201;262;11424221
200;1000;0.500;0.001;Roulette;TwoPoint;13654201;268;11644508
200;1000;0.500;0.010;Tournament;OnePoint;13692887;206;9024039
200;1000;0.500;0.010;Tournament;OnePoint;13692887;190;11012884
200;1000;0.500;0.010;Tournament;OnePoint;13692887;182;11585089
200;1000;0.500;0.010;Tournament;OnePoint;13692887;179;10152810
200;1000;0.500;0.010;Tournament;OnePoint;13692887;181;9905521
200;1000;0.500;0.010;Roulette;OnePoint;13654201;274;8009740
200;1000;0.500;0.010;Roulette;OnePoint;13683937;278;4576117
200;1000;0.500;0.010;Roulette;OnePoint;13667228;278;5452293
200;1000;0.500;0.010;Roulette;OnePoint;13683217;281;8334498
200;1000;0.500;0.010;Roulette;OnePoint;13692887;290;7356361
200;1000;0.500;0.010;Tournament;TwoPoint;13692887;175;10758904
200;1000;0.500;0.010;Tournament;TwoPoint;13692887;171;10096037
200;1000;0.500;0.010;Tournament;TwoPoint;13692887;166;10310679
200;1000;0.500;0.010;Tournament;TwoPoint;13692887;168;11215618
200;1000;0.500;0.010;Tournament;TwoPoint;13692887;169;9771121
200;1000;0.500;0.010;Roulette;TwoPoint;13692887;295;7904075
200;1000;0.500;0.010;Roulette;TwoPoint;13654201;299;8014090
200;1000;0.500;0.010;Roulette;TwoPoint;13683937;293;6133893
200;1000;0.500;0.010;Roulette;TwoPoint;13692887;298;7631584
200;1000;0.500;0.010;Roulette;TwoPoint;13692887;296;6505174
200;1000;0.500;0.020;Tournament;OnePoint;13692887;192;9644594
200;1000;0.500;0.020;Tournament;OnePoint;13692887;190;8937989
200;1000;0.500;0.020;Tournament;OnePoint;13692887;179;10907527
200;1000;0.500;0.020;Tournament;OnePoint;13692887;181;9928824
200;1000;0.500;0.020;Tournament;OnePoint;13692887;177;9782856
200;1000;0.500;0.020;Roulette;OnePoint;13654201;323;6318670
200;1000;0.500;0.020;Roulette;OnePoint;13674267;310;5759217
200;1000;0.500;0.020;Roulette;OnePoint;13604375;313;7502938
200;1000;0.500;0.020;Roulette;OnePoint;13683217;312;6995890
200;1000;0.500;0.020;Roulette;OnePoint;13653419;313;7778169
200;1000;0.500;0.020;Tournament;TwoPoint;13692887;172;9552406
200;1000;0.500;0.020;Tournament;TwoPoint;13692887;191;10028016
200;1000;0.500;0.020;Tournament;TwoPoint;13692887;184;10934540
200;1000;0.500;0.020;Tournament;TwoPoint;13692887;181;10582611
200;1000;0.500;0.020;Tournament;TwoPoint;13692887;183;10477726
200;1000;0.500;0.020;Roulette;TwoPoint;13614543;286;5725925
200;1000;0.500;0.020;Roulette;TwoPoint;13551619;296;4610928
200;1000;0.500;0.020;Roulette;TwoPoint;13555009;313;7051806
200;1000;0.500;0.020;Roulette;TwoPoint;13692887;307;5056077
200;1000;0.500;0.020;Roulette;TwoPoint;13587703;311;7933118
200;1000;0.500;0.050;Tournament;OnePoint;13674267;241;7224522
200;1000;0.500;0.050;Tournament;OnePoint;13692887;233;6931160
200;1000;0.500;0.050;Tournament;OnePoint;13692887;231;8268733
200;1000;0.500;0.050;Tournament;OnePoint;13692887;229;6468409
200;1000;0.500;0.050;Tournament;OnePoint;13692887;228;4552586
200;1000;0.500;0.050;Roulette;OnePoint;13535371;343;5675260
200;1000;0.500;0.050;Roulette;OnePoint;13586093;345;6353919
200;1000;0.500;0.050;Roulette;OnePoint;13620293;355;6073642
200;1000;0.500;0.050;Roulette;OnePoint;13576269;343;6633348
200;1000;0.500;0.050;Roulette;OnePoint;13514751;342;5792879
200;1000;0.500;0.050;Tournament;TwoPoint;13692887;219;7788835
200;1000;0.500;0.050;Tournament;TwoPoint;13674267;226;6595851
200;1000;0.500;0.050;Tournament;TwoPoint;13692887;230;8124180
200;1000;0.500;0.050;Tournament;TwoPoint;13674267;233;6909166
200;1000;0.500;0.050;Tournament;TwoPoint;13683217;229;2995257
200;1000;0.500;0.050;Roulette;TwoPoint;13683217;324;4466677
200;1000;0.500;0.050;Roulette;TwoPoint;13608750;323;6535758
200;1000;0.500;0.050;Roulette;TwoPoint;13472334;333;5364026
200;1000;0.500;0.050;Roulette;TwoPoint;13654201;331;4365802
200;1000;0.500;0.050;Roulette;TwoPoint;13597345;331;6500775
200;1000;0.500;0.100;Tournament;OnePoint;13605593;257;7441513
200;1000;0.500;0.100;Tournament;OnePoint;13616719;257;6342793
200;1000;0.500;0.100;Tournament;OnePoint;13654201;252;6584328
200;1000;0.500;0.100;Tournament;OnePoint;13654201;250;6407696
200;1000;0.500;0.100;Tournament;OnePoint;13683217;249;7041237
200;1000;0.500;0.100;Roulette;OnePoint;13542460;354;3053636
200;1000;0.500;0.100;Roulette;OnePoint;13480975;341;6445163
200;1000;0.500;0.100;Roulette;OnePoint;13683217;345;5516681
200;1000;0.500;0.100;Roulette;OnePoint;13535371;348;5845107
200;1000;0.500;0.100;Roulette;OnePoint;13605593;349;6741711
200;1000;0.500;0.100;Tournament;TwoPoint;13614543;239;7059965
200;1000;0.500;0.100;Tournament;TwoPoint;13614543;255;7021380
200;1000;0.500;0.100;Tournament;TwoPoint;13683217;255;6937778
200;1000;0.500;0.100;Tournament;TwoPoint;13585527;253;6197962
200;1000;0.500;0.100;Tournament;TwoPoint;13692887;252;6610688
200;1000;0.500;0.100;Roulette;TwoPoint;13692887;375;4655391
200;1000;0.500;0.100;Roulette;TwoPoint;13518346;396;5227189
200;1000;0.500;0.100;Roulette;TwoPoint;13629963;409;6240751
200;1000;0.500;0.100;Roulette;TwoPoint;13518506;396;5041352
200;1000;0.500;0.100;Roulette;TwoPoint;13667228;390;6099487
200;1000;0.600;0.001;Tournament;OnePoint;13692887;165;13114517
200;1000;0.600;0.001;Tournament;OnePoint;13683937;162;11615733
200;1000;0.600;0.001;Tournament;OnePoint;13692887;161;12006372
200;1000;0.600;0.001;Tournament;OnePoint;13575832;166;11474981
200;1000;0.600;0.001;Tournament;OnePoint;13683217;164;13104065
200;1000;0.600;0.001;Roulette;OnePoint;13654201;272;10983148
200;1000;0.600;0.001;Roulette;OnePoint;13683217;277;10528386
200;1000;0.600;0.001;Roulette;OnePoint;13654201;279;11507653
200;1000;0.600;0.001;Roulette;OnePoint;13654201;282;10630427
200;1000;0.600;0.001;Roulette;OnePoint;13654201;288;10938171
200;1000;0.600;0.001;Tournament;TwoPoint;13683937;173;12850805
200;1000;0.600;0.001;Tournament;TwoPoint;13692887;164;13083999
200;1000;0.600;0.001;Tournament;TwoPoint;13692887;163;13083999
200;1000;0.600;0.001;Tournament;TwoPoint;13692887;163;11624683
200;1000;0.600;0.001;Tournament;TwoPoint;13683217;165;13306799
200;1000;0.600;0.001;Roulette;TwoPoint;13692887;297;10653547
200;1000;0.600;0.001;Roulette;TwoPoint;13692887;296;11513692
200;1000;0.600;0.001;Roulette;TwoPoint;13654201;291;10983148
200;1000;0.600;0.001;Roulette;TwoPoint;13585527;289;11517323
200;1000;0.600;0.001;Roulette;TwoPoint;13654201;291;9553694
200;1000;0.600;0.010;Tournament;OnePoint;13692887;173;11328847
200;1000;0.600;0.010;Tournament;OnePoint;13692887;175;11249121
200;1000;0.600;0.010;Tournament;OnePoint;13692887;176;10095871
200;1000;0.600;0.010;Tournament;OnePoint;13692887;177;10253740
200;1000;0.600;0.010;Tournament;OnePoint;13692887;177;10253740
200;1000;0.600;0.010;Roulette;OnePoint;13505155;308;6896566
200;1000;0.600;0.010;Roulette;OnePoint;13692887;311;7283706
200;1000;0.600;0.010;Roulette;OnePoint;13656377;319;7589687
200;1000;0.600;0.010;Roulette;OnePoint;13683217;320;6057986
200;1000;0.600;0.010;Roulette;OnePoint;13692887;318;5881568
200;1000;0.600;0.010;Tournament;TwoPoint;13692887;184;10791551
200;1000;0.600;0.010;Tournament;TwoPoint;13692887;178;10095871
200;1000;0.600;0.010;Tournament;TwoPoint;13692887;180;11006193
200;1000;0.600;0.010;Tournament;TwoPoint;13692887;183;11260955
200;1000;0.600;0.010;Tournament;TwoPoint;13692887;184;10152810
200;1000;0.600;0.010;Roulette;TwoPoint;13683217;336;7030891
200;1000;0.600;0.010;Roulette;TwoPoint;13683217;343;7453922
200;1000;0.600;0.010;Roulette;TwoPoint;13692887;334;6995493
200;1000;0.600;0.010;Roulette;TwoPoint;13654201;340;7475718
200;1000;0.600;0.010;Roulette;TwoPoint;13692887;335;8400352
200;1000;0.600;0.020;Tournament;OnePoint;13692887;198;9305117
200;1000;0.600;0.020;Tournament;OnePoint;13692887;196;7995020
200;1000;0.600;0.020;Tournament;OnePoint;13692887;193;9928824
200;1000;0.600;0.020;Tournament;OnePoint;13692887;196;10063390
200;1000;0.600;0.020;Tournament;OnePoint;13692887;198;9938168
200;1000;0.600;0.020;Roulette;OnePoint;13580332;350;6626187
200;1000;0.600;0.020;Roulette;OnePoint;13654201;347;6587548
200;1000;0.600;0.020;Roulette;OnePoint;13683217;350;6808027
200;1000;0.600;0.020;Roulette;OnePoint;13692887;350;7323663
200;1000;0.600;0.020;Roulette;OnePoint;13692887;351;5545948
200;1000;0.600;0.020;Tournament;TwoPoint;13692887;214;9516885
200;1000;0.600;0.020;Tournament;TwoPoint;13692887;214;10851149
200;1000;0.600;0.020;Tournament;TwoPoint;13692887;206;11012884
200;1000;0.600;0.020;Tournament;TwoPoint;13692887;209;10152810
200;1000;0.600;0.020;Tournament;TwoPoint;13692887;205;9102383
200;1000;0.600;0.020;Roulette;TwoPoint;13692887;405;7199646
200;1000;0.600;0.020;Roulette;TwoPoint;13683937;383;6151521
200;1000;0.600;0.020;Roulette;TwoPoint;13692887;371;5898199
200;1000;0.600;0.020;Roulette;TwoPoint;13683937;368;7074034
200;1000;0.600;0.020;Roulette;TwoPoint;13683937;366;6116538
200;1000;0.600;0.050;Tournament;OnePoint;13692887;264;8033986
200;1000;0.600;0.050;Tournament;OnePoint;13692887;264;8878244
200;1000;0.600;0.050;Tournament;OnePoint;13692887;260;7854258
200;1000;0.600;0.050;Tournament;OnePoint;13692887;259;8477601
200;1000;0.600;0.050;Tournament;OnePoint;13692887;258;9015215
200;1000;0.600;0.050;Roulette;OnePoint;13575075;401;5156904
200;1000;0.600;0.050;Roulette;OnePoint;13605593;383;4918536
200;1000;0.600;0.050;Roulette;OnePoint;13588269;379;5220837
200;1000;0.600;0.050;Roulette;OnePoint;13683937;385;6564836
200;1000;0.600;0.050;Roulette;OnePoint;13683217;380;6235324
200;1000;0.600;0.050;Tournament;TwoPoint;13692887;243;7762549
200;1000;0.600;0.050;Tournament;TwoPoint;13692887;248;7681294
200;1000;0.600;0.050;Tournament;TwoPoint;13692887;248;8116838
200;1000;0.600;0.050;Tournament;TwoPoint;13692887;245;7742342
200;1000;0.600;0.050;Tournament;TwoPoint;13692887;244;7841181
200;1000;0.600;0.050;Roulette;TwoPoint;13460402;383;6358107
200;1000;0.600;0.050;Roulette;TwoPoint;13683217;386;6451576
200;1000;0.600;0.050;Roulette;TwoPoint;13683217;382;5744949
200;1000;0.600;0.050;Roulette;TwoPoint;13620293;378;6194953
200;1000;0.600;0.050;Roulette;TwoPoint;13653024;383;5773893
200;1000;0.600;0.100;Tournament;OnePoint;13545188;273;7880353
200;1000;0.600;0.100;Tournament;OnePoint;13692887;279;4582691
200;1000;0.600;0.100;Tournament;OnePoint;13653419;279;6681142
200;1000;0.600;0.100;Tournament;OnePoint;13445056;281;4149124
200;1000;0.600;0.100;Tournament;OnePoint;13674267;283;5871469
200;1000;0.600;0.100;Roulette;OnePoint;13468349;422;6135175
200;1000;0.600;0.100;Roulette;OnePoint;13449672;406;2980649
200;1000;0.600;0.100;Roulette;OnePoint;13547523;393;4795637
200;1000;0.600;0.100;Roulette;OnePoint;13604045;393;4990391
200;1000;0.600;0.100;Roulette;OnePoint;13501626;387;6247317
200;1000;0.600;0.100;Tournament;TwoPoint;13683937;276;6679929
200;1000;0.600;0.100;Tournament;TwoPoint;13692887;276;6926660
200;1000;0.600;0.100;Tournament;TwoPoint;13683217;273;5616253
200;1000;0.600;0.100;Tournament;TwoPoint;13653024;266;7380617
200;1000;0.600;0.100;Tournament;TwoPoint;13683937;269;6763294
200;1000;0.600;0.100;Roulette;TwoPoint;13575075;387;7015534
200;1000;0.600;0.100;Roulette;TwoPoint;13566133;400;5791623
200;1000;0.600;0.100;Roulette;TwoPoint;13549623;394;4905697
200;1000;0.600;0.100;Roulette;TwoPoint;13674267;386;5601878
200;1000;0.600;0.100;Roulette;TwoPoint;13585527;385;6746502
200;1000;0.700;0.001;Tournament;OnePoint;13586554;166;11518350
200;1000;0.700;0.001;Tournament;OnePoint;13692887;156;11782386
200;1000;0.700;0.001;Tournament;OnePoint;13683937;160;12155291
200;1000;0.700;0.001;Tournament;OnePoint;13692887;162;11592036
200;1000;0.700;0.001;Tournament;OnePoint;13683937;163;12850805
200;1000;0.700;0.001;Roulette;OnePoint;13692887;312;10584999
200;1000;0.700;0.001;Roulette;OnePoint;13654201;312;11114987
200;1000;0.700;0.001;Roulette;OnePoint;13654201;330;10172801
200;1000;0.700;0.001;Roulette;OnePoint;13654201;343;11131235
200;1000;0.700;0.001;Roulette;OnePoint;13692887;343;10318961
200;1000;0.700;0.001;Tournament;TwoPoint;13692887;207;11782386
200;1000;0.700;0.001;Tournament;TwoPoint;13692887;180;13692887
200;1000;0.700;0.001;Tournament;TwoPoint;13692887;172;12164241
200;1000;0.700;0.001;Tournament;TwoPoint;13692887;165;12164241
200;1000;0.700;0.001;Tournament;TwoPoint;13692887;164;11782386
